date,province,dom,ru,DCODdomu,DCODdomr,Rdom,BOD/COD,EFdomc,Edomd
2013,Jiangsu,558698.0,64.11,358181.2878,200516.7122,0.9209999999999999,0.4055848576078112,0.0587,5447.542074945325
2014,Jiangsu,527877.0,65.37314814814815,345089.81324999995,182787.18675000002,0.935,0.4055848576078112,0.0587,4885.796077152945
2015,Jiangsu,499624.0,66.50333333333333,332266.6141333333,167357.3858666667,0.9390000000000001,0.4055848576078112,0.0587,4466.959777049096
2016,Jiangsu,361100.0,67.7,244464.7,116635.29999999999,0.946,0.4055848576078112,0.0587,3091.1229396218923
2017,Jiangsu,378744.0,68.8,260575.872,118168.12800000003,0.9529999999999998,0.4055848576078112,0.0587,3104.9029166672804
2018,Jiangsu,361225.0,69.6,251412.59999999998,109812.40000000002,0.956,0.4055848576078112,0.0587,2877.7609804687477
2019,Jiangsu,354553.0,70.6,250314.41799999998,104238.58200000001,0.961,0.4055848576078112,0.0587,2714.1128511394
2020,Jiangsu,452369.0,73.4,332038.846,120330.15399999995,0.9679999999999999,0.4055848576078112,0.0587,3117.7639805685417
2021,Jiangsu,452369.0,73.4,332038.846,120330.15399999995,0.968,0.4055848576078112,0.0587,3117.7639805685412
2022,Jiangsu,452369.0,73.4,332038.846,120330.15399999995,0.968,0.4055848576078112,0.0587,3117.7639805685412
2010,Jiangxi,389701.0,48.87,190446.87869999997,199254.12130000003,0.8079999999999998,0.45999999999999996,0.0587,6367.609534124822
2011,Jiangxi,389701.0,48.87,190446.87869999997,199254.12130000003,0.851,0.45999999999999996,0.0587,6146.484329522554
2012,Jiangxi,398212.0,48.87,194606.2044,203605.79560000004,0.8429999999999999,0.45999999999999996,0.0587,6322.760499590982
2013,Jiangxi,399003.0,48.87,194992.7661,204010.23390000002,0.831,0.45999999999999996,0.0587,6398.502235037042
2014,Jiangxi,403951.0,50.358333333333334,203422.99108333336,200528.00891666664,0.8379999999999999,0.45999999999999996,0.0587,6304.495368815445
2015,Jiangxi,396541.0,51.69,204972.0429,191568.9571,0.8770000000000002,0.45999999999999996,0.0587,5853.507557207651
2016,Jiangxi,226870.0,53.10000000000001,120467.97000000002,106402.02999999997,0.8970000000000001,0.45999999999999996,0.0587,3208.1138550318187
2017,Jiangxi,231944.0,54.60000000000001,126641.42400000003,105302.57599999999,0.9540000000000001,0.45999999999999996,0.0587,3000.6804567710074
2018,Jiangxi,240241.0,56.0,134534.96,105706.04,0.9579999999999999,0.45999999999999996,0.0587,3006.8484376566403
2019,Jiangxi,259120.0,57.39999999999999,148734.87999999998,110385.12000000001,0.9540000000000001,0.45999999999999996,0.0587,3165.36141480896
2020,Jiangxi,367168.0,60.39999999999999,221769.47199999995,145398.52800000005,0.975,0.45999999999999996,0.0587,4075.7565351296016
2021,Jiangxi,367168.0,60.4,221769.47199999998,145398.52800000002,0.975,0.45999999999999996,0.0587,4075.7565351296007
2022,Jiangxi,367168.0,60.4,221769.47199999998,145398.52800000002,0.975,0.45999999999999996,0.0587,4075.7565351296007
2010,Jilin,204821.0,54.2,111012.98200000002,93808.018,0.7390000000000001,0.44,0.0587,3171.223989968056
2011,Jilin,204821.0,54.20000000000001,111012.98200000002,93808.01799999997,0.8290000000000001,0.44,0.0587,2913.1720930494153
2012,Jilin,194825.0,54.2,105595.15,89229.84999999999,0.8240000000000001,0.44,0.0587,2784.6353958192
2013,Jilin,192439.0,54.2,104301.93800000001,88137.06199999999,0.8420000000000002,0.44,0.0587,2702.041889172911
2014,Jilin,181599.0,54.83333333333334,99576.78500000002,82022.21499999998,0.9009999999999999,0.44,0.0587,2373.08482011502
2015,Jilin,178928.0,55.4,99126.112,79801.888,0.904,0.44,0.0587,2306.905168454656
2016,Jilin,58344.0,56.0,32672.64,25671.359999999997,0.9179999999999998,0.44,0.0587,732.2371396454402
2017,Jilin,58982.0,56.60000000000001,33383.812000000005,25598.188,0.9129999999999998,0.44,0.0587,736.1646270452321
2018,Jilin,61350.0,57.5,35276.25,26073.750000000004,0.9359999999999999,0.44,0.0587,731.7441740400003
2019,Jilin,57470.0,58.3,33505.01,23964.99,0.9520000000000002,0.44,0.0587,660.5053968374399
2020,Jilin,141400.0,62.60000000000001,88516.40000000002,52883.599999999984,0.9770000000000002,0.44,0.0587,1418.4602571215992
2021,Jilin,141400.0,62.6,88516.4,52883.6,0.977,0.44,0.0587,1418.4602571216
2022,Jilin,141400.0,62.6,88516.4,52883.6,0.977,0.44,0.0587,1418.4602571216
2010,Liaoning,341578.0,66.45,226978.581,114599.41900000001,0.7490000000000001,0.422426821192053,0.0587,4254.353540601078
2011,Liaoning,341578.0,66.45,226978.581,114599.41900000001,0.841,0.422426821192053,0.0587,3736.5532494321283
2012,Liaoning,334062.0,66.45,221984.19900000002,112077.801,0.846,0.422426821192053,0.0587,3626.812926805653
2013,Liaoning,312225.0,66.45,207473.5125,104751.4875,0.9,0.422426821192053,0.0587,3111.926232815999
2014,Liaoning,287403.0,66.78425925925927,191939.96463888892,95463.03536111108,0.8909999999999999,0.422426821192053,0.0587,2885.9227369767686
2015,Liaoning,264778.0,67.08333333333334,177621.90833333335,87156.09166666665,0.9309999999999999,0.422426821192053,0.0587,2465.0652080693
2016,Liaoning,110344.0,67.4,74371.856,35972.14399999999,0.9359999999999999,0.422426821192053,0.0587,1010.0077620287138
2017,Liaoning,118479.0,67.5,79973.325,38505.674999999996,0.9329999999999998,0.422426821192053,0.0587,1087.6688931937988
2018,Liaoning,104077.0,68.1,70876.43699999999,33200.56300000001,0.9520000000000002,0.422426821192053,0.0587,907.6154948583068
2019,Liaoning,98682.0,68.1,67202.442,31479.558000000005,0.9620000000000002,0.422426821192053,0.0587,843.9039515820091
2020,Liaoning,165660.0,72.1,119440.85999999999,46219.14000000001,0.9820000000000002,0.422426821192053,0.0587,1199.3815747021727
2021,Liaoning,165660.0,72.1,119440.85999999999,46219.14000000001,0.982,0.422426821192053,0.0587,1199.3815747021733
2022,Liaoning,165660.0,72.1,119440.85999999999,46219.14000000001,0.982,0.422426821192053,0.0587,1199.3815747021733
2010,Ningxia,18568.0,52.01,9657.2168,8910.7832,0.78,0.435,0.0587,281.782678143912
2011,Ningxia,18568.0,52.01,9657.2168,8910.7832,0.8020000000000002,0.435,0.0587,276.35764969156077
2012,Ningxia,20062.0,52.01,10434.2462,9627.7538,0.934,0.435,0.0587,263.4244745392974
2013,Ningxia,16783.0,52.01,8728.8383,8054.1617,0.9440000000000001,0.435,0.0587,218.14063713664558
2014,Ningxia,17905.0,53.51944444444444,9582.656527777777,8322.343472222223,0.924,0.435,0.0587,231.10319346770754
2015,Ningxia,40421.0,54.87,22179.0027,18241.997300000003,0.9309999999999999,0.435,0.0587,504.87703242342747
2016,Ningxia,31912.0,56.3,17966.456,13945.544000000002,0.9370000000000002,0.435,0.0587,384.994654924116
2017,Ningxia,25564.0,57.89999999999999,14801.555999999999,10762.444000000001,0.9529999999999998,0.435,0.0587,292.5772919070541
2018,Ningxia,23282.0,58.89999999999999,13713.097999999998,9568.902,0.955,0.435,0.0587,260.09419765864504
2019,Ningxia,19561.0,59.89999999999999,11717.038999999999,7843.961000000003,0.9590000000000001,0.435,0.0587,212.55836018066555
2020,Ningxia,40198.0,65.0,26128.7,14069.3,0.9670000000000002,0.435,0.0587,381.26958942494986
2021,Ningxia,40198.0,65.0,26128.7,14069.3,0.9670000000000001,0.435,0.0587,381.26958942494997
2022,Ningxia,40198.0,65.0,26128.7,14069.3,0.9670000000000001,0.435,0.0587,381.26958942494997
2010,Qinghai,39203.0,48.51,19017.3753,20185.6247,0.435,0.435,0.0587,789.7933647249353
2011,Qinghai,39203.0,48.51,19017.3753,20185.6247,0.61,0.435,0.0587,704.8135100453114
2012,Qinghai,37477.0,48.51,18180.0927,19296.907300000003,0.6039999999999999,0.435,0.0587,676.5678319629176
2013,Qinghai,37056.0,48.51,17975.865599999997,19080.134400000003,0.6160000000000001,0.435,0.0587,663.4595120594688
2014,Qinghai,39598.0,49.59722222222222,19639.508055555554,19958.491944444442,0.5920000000000001,0.435,0.0587,714.2360000808065
2015,Qinghai,41351.0,50.57,20911.2007,20439.7993,0.6,0.435,0.0587,735.50287693551
2016,Qinghai,25886.0,51.60000000000001,13357.176000000003,12528.823999999997,0.778,0.435,0.0587,395.63453237498396
2017,Qinghai,17313.0,53.0,9175.89,8137.11,0.7929999999999998,0.435,0.0587,256.277500278435
2018,Qinghai,19249.0,54.5,10490.705,8758.295,0.8770000000000002,0.435,0.0587,256.5872972166674
2019,Qinghai,17057.0,55.5,9466.635,7590.364999999999,0.951,0.435,0.0587,205.6607388714675
2020,Qinghai,62338.0,60.10000000000001,37465.138000000006,24872.861999999994,0.9529999999999998,0.435,0.0587,680.078812353267
2021,Qinghai,62338.0,60.1,37465.138000000006,24872.862,0.953,0.435,0.0587,680.0788123532672
2022,Qinghai,62338.0,60.1,37465.138000000006,24872.862,0.953,0.435,0.0587,680.0788123532672
2010,Shaanxi,243271.0,51.309999999999995,124822.35009999998,118448.6499,0.742,0.435,0.0587,3846.84433591769
2011,Shaanxi,243271.0,51.31,124822.3501,118448.6499,0.84,0.435,0.0587,3534.4912586521023
2012,Shaanxi,234539.0,51.31000000000001,120341.96090000002,114197.03909999998,0.885,0.435,0.0587,3269.3445519680704
2013,Shaanxi,226166.0,51.309999999999995,116045.77459999999,110120.2254,0.89,0.435,0.0587,3137.8136869439068
2014,Shaanxi,216952.0,52.71388888888889,114363.83622222222,102588.16377777777,0.9159999999999999,0.435,0.0587,2864.836231569039
2015,Shaanxi,191786.0,53.97,103506.9042,88279.09580000001,0.9159999999999999,0.435,0.0587,2476.174323509872
2016,Shaanxi,83815.0,55.3,46349.695,37465.30500000001,0.914,0.435,0.0587,1058.440231202565
2017,Shaanxi,89311.0,56.8,50728.648,38582.352000000006,0.924,0.435,0.0587,1083.626197483056
2018,Shaanxi,89124.0,58.10000000000001,51781.044,37342.95599999999,0.9320000000000002,0.435,0.0587,1043.4435186072235
2019,Shaanxi,85079.0,59.39999999999999,50536.926,34542.074000000015,0.955,0.435,0.0587,940.0841697156154
2020,Shaanxi,274908.0,62.7,172367.31600000002,102540.684,0.9679999999999999,0.435,0.0587,2759.1671189708645
2021,Shaanxi,274908.0,62.7,172367.31600000002,102540.684,0.968,0.435,0.0587,2759.1671189708645
2022,Shaanxi,274908.0,62.7,172367.31600000002,102540.684,0.968,0.435,0.0587,2759.1671189708645
2010,Shandong,457270.0,53.75,245782.625,211487.375,0.9109999999999999,0.4098156478167502,0.0587,5613.798621989303
2011,Shandong,457270.0,53.75,245782.625,211487.375,0.9320000000000002,0.4098156478167502,0.0587,5489.634217167581
2012,Shandong,433029.0,53.75,232753.0875,200275.9125,0.9420000000000002,0.4098156478167502,0.0587,5142.623795609724
2013,Shandong,413286.0,53.75,222141.225,191144.77500000002,0.9490000000000001,0.4098156478167502,0.0587,4870.750149178636
2014,Shandong,385112.0,55.59722222222222,214111.57444444444,171000.42555555556,0.9529999999999998,0.4098156478167502,0.0587,4355.699959527066
2015,Shandong,420274.0,57.25,240606.865,179667.135,0.9579999999999999,0.4098156478167502,0.0587,4565.2041063338565
2016,Shandong,230002.0,59.0,135701.18,94300.82,0.9620000000000002,0.4098156478167502,0.0587,2392.5665300182736
2017,Shandong,229937.0,60.60000000000001,139341.82200000001,90595.17799999999,0.97,0.4098156478167502,0.0587,2279.934728027769
2018,Shandong,227962.0,61.2,139512.744,88449.25600000001,0.9740000000000001,0.4098156478167502,0.0587,2215.0108232897383
2019,Shandong,221014.0,61.5,135923.61,85090.39,0.98,0.4098156478167502,0.0587,2112.3456653221765
2020,Shandong,522414.0,63.10000000000001,329643.23400000005,192770.76599999995,0.9829999999999999,0.4098156478167502,0.0587,4772.137221935911
2021,Shandong,522414.0,63.1,329643.234,192770.766,0.983,0.4098156478167502,0.0587,4772.137221935912
2022,Shandong,522414.0,63.1,329643.234,192770.766,0.983,0.4098156478167502,0.0587,4772.137221935912
2010,Shanghai,181866.0,89.6,162951.936,18914.064000000017,0.8329999999999999,0.44116,0.0587,1194.5100019189858
2011,Shanghai,181866.0,89.59999999999998,162951.93599999996,18914.06400000004,0.8440000000000001,0.44116,0.0587,1148.09200033041
2012,Shanghai,177504.0,89.6,159043.58399999997,18460.416000000016,0.9129999999999998,0.44116,0.0587,836.3714647390875
2013,Shanghai,173181.0,89.6,155170.176,18010.824000000015,0.871,0.44116,0.0587,984.7708040822414
2014,Shanghai,163438.0,89.00185185185185,145462.84662962964,17975.153370370368,0.8970000000000001,0.44116,0.0587,853.478909060207
2015,Shanghai,141238.0,88.46666666666667,124948.55066666666,16289.449333333327,0.929,0.44116,0.0587,651.5662991618153
2016,Shanghai,64362.0,87.9,56574.198000000004,7787.802,0.9429999999999998,0.44116,0.0587,285.18152333513456
2017,Shanghai,53275.0,87.70000000000002,46722.17500000001,6552.824999999988,0.945,0.44116,0.0587,236.2382548831053
2018,Shanghai,50841.0,88.1,44790.920999999995,6050.079000000005,0.9520000000000002,0.44116,0.0587,212.34907331834307
2019,Shanghai,45007.0,88.29999999999998,39741.18099999999,5265.8190000000095,0.9629999999999999,0.44116,0.0587,174.4423606158405
2020,Shanghai,56113.0,89.29999999999998,50108.90899999999,6004.091000000011,0.9670000000000002,0.44116,0.0587,198.30411518933175
2021,Shanghai,56113.0,89.3,50108.90899999999,6004.090999999999,0.9670000000000001,0.44116,0.0587,198.30411518933158
2022,Shanghai,56113.0,89.3,50108.90899999999,6004.090999999999,0.9670000000000001,0.44116,0.0587,198.30411518933158
2010,Shanxi,211405.0,52.559999999999995,111114.468,100290.532,0.8490000000000001,0.445,0.0587,3058.0130945931624
2011,Shanxi,211405.0,52.56,111114.46800000001,100290.53199999999,0.865,0.445,0.0587,3011.5734693793697
2012,Shanxi,206903.0,52.56000000000001,108748.21680000001,98154.78319999999,0.88,0.445,0.0587,2904.8301547757437
2013,Shanxi,205357.0,52.559999999999995,107935.6392,97421.36080000001,0.884,0.445,0.0587,2871.8472088632852
2014,Shanxi,197074.0,53.84074074074074,106106.1014074074,90967.89859259258,0.884,0.445,0.0587,2697.729424324384
2015,Shanxi,174471.0,54.98666666666667,95935.7872,78535.2128,0.8920000000000001,0.445,0.0587,2322.104121012438
2016,Shanxi,99714.0,56.2,56039.26800000001,43674.731999999996,0.9009999999999999,0.445,0.0587,1285.7686561051382
2017,Shanxi,89193.0,57.3,51107.58899999999,38085.41100000001,0.9259999999999999,0.445,0.0587,1093.6385730051993
2018,Shanxi,94686.0,58.39999999999999,55296.623999999996,39389.376000000004,0.945,0.445,0.0587,1108.3532771938803
2019,Shanxi,90060.0,59.60000000000001,53675.76000000001,36384.23999999999,0.9579999999999999,0.445,0.0587,1009.2987624832799
2020,Shanxi,187992.0,62.5,117495.0,70497.0,0.996,0.445,0.0587,1853.76396807
2021,Shanxi,187992.0,62.5,117495.0,70497.0,0.996,0.445,0.0587,1853.76396807
2022,Shanxi,187992.0,62.5,117495.0,70497.0,0.996,0.445,0.0587,1853.76396807
2010,Sichuan,610360.0,44.89999999999999,274051.63999999996,336308.3600000001,0.748,0.4893169237749546,0.0587,11643.385360413318
2011,Sichuan,610360.0,44.9,274051.64,336308.36,0.7829999999999999,0.4893169237749546,0.0587,11367.88080278626
2012,Sichuan,604793.0,44.9,271552.057,333240.94299999997,0.836,0.4893169237749546,0.0587,10850.808638591414
2013,Sichuan,591206.0,44.89999999999999,265451.49399999995,325754.5060000001,0.8320000000000002,0.4893169237749546,0.0587,10637.537537513937
2014,Sichuan,586861.0,46.412962962962965,272379.5785740741,314481.4214259259,0.8540000000000001,0.4893169237749546,0.0587,10175.055217010042
2015,Sichuan,588274.0,47.766666666666666,280998.88066666666,307275.11933333334,0.885,0.4893169237749546,0.0587,9754.010504587988
2016,Sichuan,275741.0,49.2,135664.57200000001,140076.428,0.8970000000000001,0.4893169237749546,0.0587,4424.759794828075
2017,Sichuan,276234.0,50.8,140326.872,135907.128,0.915,0.4893169237749546,0.0587,4246.24790375332
2018,Sichuan,283398.0,52.3,148217.15399999998,135180.846,0.9359999999999999,0.4893169237749546,0.0587,4155.2489126704295
2019,Sichuan,289564.0,53.8,155785.432,133778.56800000003,0.9529999999999998,0.4893169237749546,0.0587,4052.8155552448443
2020,Sichuan,787939.0,56.7,446761.41300000006,341177.58699999994,0.9690000000000001,0.4893169237749546,0.0587,10197.411714893024
2021,Sichuan,787939.0,56.7,446761.41300000006,341177.58699999994,0.9690000000000001,0.4893169237749546,0.0587,10197.411714893024
2022,Sichuan,787939.0,56.7,446761.41300000006,341177.58699999994,0.9690000000000001,0.4893169237749546,0.0587,10197.411714893024
2010,Tianjin,96422.0,82.01,79075.68220000001,17346.317799999993,0.8529999999999999,0.45718000000000003,0.0587,777.4643108125995
2011,Tianjin,96422.0,82.01,79075.68220000001,17346.317799999993,0.8679999999999999,0.45718000000000003,0.0587,745.6326329607929
2012,Tianjin,88544.0,82.01,72614.9344,15929.065599999996,0.8820000000000001,0.45718000000000003,0.0587,657.4297571240733
2013,Tianjin,84886.0,82.01,69615.0086,15270.991399999995,0.9,0.45718000000000003,0.0587,596.641522630753
2014,Tianjin,80459.0,82.32314814814816,66236.38176851853,14222.61823148147,0.91,0.45718000000000003,0.0587,541.6643472565808
2015,Tianjin,77944.0,82.60333333333334,64384.34213333334,13559.657866666661,0.915,0.45718000000000003,0.0587,510.7603950408857
2016,Tianjin,29780.0,82.9,24687.62,5092.379999999998,0.9209999999999999,0.45718000000000003,0.0587,189.0012322344027
2017,Tianjin,29009.0,82.9,24048.461,4960.538999999998,0.9259999999999999,0.45718000000000003,0.0587,180.88113845760714
2018,Tianjin,27595.0,83.20000000000002,22959.040000000005,4635.959999999995,0.9379999999999998,0.45718000000000003,0.0587,162.61343169122367
2019,Tianjin,24922.0,83.5,20809.87,4112.130000000001,0.96,0.45718000000000003,0.0587,132.69357168135687
2020,Tianjin,33600.0,84.70000000000002,28459.200000000004,5140.799999999994,0.9640000000000001,0.45718000000000003,0.0587,165.455701127539
2021,Tianjin,33600.0,84.7,28459.2,5140.800000000001,0.9640000000000001,0.45718000000000003,0.0587,165.4557011275392
2022,Tianjin,33600.0,84.7,28459.2,5140.800000000001,0.9640000000000001,0.45718000000000003,0.0587,165.4557011275392
2010,Tibet,21172.0,23.71,5019.8812,16152.1188,0.001,0.435,0.0587,540.4882538434986
2011,Tibet,21172.0,23.709999999999997,5019.8812,16152.1188,0.001,0.435,0.0587,540.4882538434986
2012,Tibet,20803.0,23.71,4932.3913,15870.6087,0.001,0.435,0.0587,531.0682573543502
2013,Tibet,20948.0,23.71,4966.7708,15981.2292,0.001,0.435,0.0587,534.7698819910074
2014,Tibet,21321.0,25.78240740740741,5497.067083333333,15823.932916666667,0.161,0.435,0.0587,521.8223321302606
2015,Tibet,22118.0,27.636666666666667,6112.677933333333,16005.322066666668,0.191,0.435,0.0587,534.9599936344584
2016,Tibet,19192.0,29.6,5680.832,13511.168,0.8640000000000001,0.435,0.0587,364.72869913574397
2017,Tibet,17323.0,30.9,5352.807,11970.193000000001,0.89,0.435,0.0587,320.6878306960651
2018,Tibet,15589.0,31.1,4848.179,10740.821000000002,0.9009999999999999,0.435,0.0587,286.5172806653746
2019,Tibet,16245.0,31.5,5117.175,11127.825,0.9490000000000001,0.435,0.0587,290.8073372194125
2020,Tibet,33684.0,35.7,12025.188,21658.812,0.9629999999999999,0.435,0.0587,564.4080500444821
2021,Tibet,33684.0,35.7,12025.188,21658.812,0.963,0.435,0.0587,564.4080500444821
2022,Tibet,33684.0,35.7,12025.188,21658.812,0.963,0.435,0.0587,564.4080500444821
2010,Xinjiang,129744.0,44.47,57697.1568,72046.8432,0.733,0.435,0.0587,2233.0426871230634
2011,Xinjiang,129744.0,44.47,57697.1568,72046.8432,0.77,0.435,0.0587,2178.531769261608
2012,Xinjiang,121162.0,44.47,53880.7414,67281.2586,0.8429999999999999,0.435,0.0587,1933.996690952393
2013,Xinjiang,118091.0,44.47,52515.06769999999,65575.9323,0.8779999999999998,0.435,0.0587,1838.0440548489998
2014,Xinjiang,117395.0,45.81759259259259,53787.56282407407,63607.43717592592,0.8620000000000002,0.435,0.0587,1813.7186207332027
2015,Xinjiang,129398.0,47.02333333333333,60847.25286666667,68550.74713333334,0.8340000000000001,0.435,0.0587,2008.3239462778677
2016,Xinjiang,146949.0,48.3,70976.367,75972.633,0.8570000000000002,0.435,0.0587,2199.088681510594
2017,Xinjiang,131796.0,49.39999999999999,65107.22399999999,66688.776,0.8929999999999998,0.435,0.0587,1880.7499547733967
2018,Xinjiang,121101.0,50.89999999999999,61640.408999999985,59460.591000000015,0.955,0.435,0.0587,1589.124526951973
2019,Xinjiang,117359.0,51.89999999999999,60909.32099999999,56449.67900000001,0.9790000000000001,0.435,0.0587,1474.0753986240647
2020,Xinjiang,212796.0,56.5,120229.74,92566.26000000001,0.9829999999999999,0.435,0.0587,2415.823273002511
2021,Xinjiang,212796.0,56.5,120229.74,92566.26000000001,0.983,0.435,0.0587,2415.8232730025106
2022,Xinjiang,212796.0,56.5,120229.74,92566.26000000001,0.983,0.435,0.0587,2415.8232730025106
2010,Yunnan,293473.0,40.480000000000004,118797.87040000001,174675.1296,0.934,0.47,0.0587,5035.428104001129
2011,Yunnan,293473.0,40.48,118797.87039999999,174675.1296,0.946,0.47,0.0587,4996.097930643542
2012,Yunnan,291729.0,40.48,118091.8992,173637.1008,0.9470000000000002,0.47,0.0587,4963.149956543725
2013,Yunnan,294369.0,40.480000000000004,119160.5712,175208.4288,0.9209999999999999,0.47,0.0587,5093.539501071308
2014,Yunnan,286925.0,42.07037037037037,120710.41018518519,166214.58981481483,0.9109999999999999,0.47,0.0587,4882.089194488244
2015,Yunnan,281477.0,43.49333333333333,122423.72986666666,159053.2701333333,0.91,0.47,0.0587,4692.100015204764
2016,Yunnan,88031.0,45.0,39613.95,48417.05,0.9229999999999998,0.47,0.0587,1419.9320059743502
2017,Yunnan,90241.0,46.7,42142.547,48098.452999999994,0.941,0.47,0.0587,1395.5857928387968
2018,Yunnan,88121.0,47.8,42121.837999999996,45999.162000000004,0.9590000000000001,0.47,0.0587,1316.7169553498622
2019,Yunnan,91113.0,48.89999999999999,44554.25699999999,46558.74300000001,0.9570000000000002,0.47,0.0587,1337.365078671039
2020,Yunnan,271338.0,50.10000000000001,135940.33800000002,135397.66199999998,0.976,0.47,0.0587,3825.497088559968
2021,Yunnan,271338.0,50.1,135940.33800000002,135397.662,0.976,0.47,0.0587,3825.4970885599687
2022,Yunnan,271338.0,50.1,135940.33800000002,135397.662,0.976,0.47,0.0587,3825.4970885599687
2010,Zhejiang,406940.0,64.0,260441.6,146498.4,0.8270000000000002,0.406265,0.0587,4568.151958938581
2011,Zhejiang,406940.0,64.0,260441.6,146498.4,0.851,0.406265,0.0587,4419.089216566691
2012,Zhejiang,389175.0,64.0,249072.0,140103.0,0.875,0.406265,0.0587,4083.6181085535
2013,Zhejiang,376253.0,64.0,240801.92,135451.08,0.8929999999999998,0.406265,0.0587,3844.660866444631
2014,Zhejiang,360421.0,65.05555555555556,234473.88388888887,125947.11611111111,0.9070000000000001,0.406265,0.0587,3523.581885380826
2015,Zhejiang,347234.0,66.0,229174.44,118059.55999999998,0.92,0.406265,0.0587,3252.679202275133
2016,Zhejiang,174393.0,67.0,116843.31,57549.689999999995,0.9390000000000001,0.406265,0.0587,1542.4044282309278
2017,Zhejiang,168010.0,68.0,114246.8,53763.19999999999,0.95,0.406265,0.0587,1418.3581361504698
2018,Zhejiang,161768.0,68.9,111458.15200000002,50309.84799999999,0.9579999999999999,0.406265,0.0587,1311.4140781560334
2019,Zhejiang,154290.0,70.0,108003.0,46287.00000000001,0.97,0.406265,0.0587,1181.1099329464953
2020,Zhejiang,407413.0,72.2,294152.186,113260.81400000001,0.9770000000000002,0.406265,0.0587,2862.358196467902
2021,Zhejiang,407413.0,72.2,294152.186,113260.81400000001,0.977,0.406265,0.0587,2862.358196467904
2022,Zhejiang,407413.0,72.2,294152.186,113260.81400000001,0.977,0.406265,0.0587,2862.358196467904
