year,province,ratio,ent,enpt
2010,上海,0.0,17874516120.957176,0.0
2010,云南,0.02699724814414392,17874516120.957176,482562747.1739817
2010,内蒙古,0.08430802192669425,17874516120.957176,1506965097.0547073
2010,北京,0.0005490824728937817,17874516120.957176,9814583.513474934
2010,吉林,0.013834597212317824,17874516120.957176,247286730.89852414
2010,四川,0.060198105334416795,17874516120.957176,1076012004.2511113
2010,天津,1.3478963582581568e-08,17874516120.957176,240.92995185064893
2010,宁夏,0.030088131070402764,17874516120.957176,537810783.8673867
2010,安徽,0.031915540838143006,17874516120.957176,570474849.2204542
2010,山东,0.027656345294817825,17874516120.957176,494343789.8189794
2010,山西,0.3055549092944179,17874516120.957176,5461646152.02068
2010,广东,8.76132633218255e-06,17874516120.957176,156604.4687655636
2010,广西,0.0018058432778160127,17874516120.957176,32278574.781244468
2010,新疆,0.017099554303325496,17874516120.957176,305646259.05597425
2010,江苏,0.004280465747068057,17874516120.957176,76511254.00117299
2010,江西,0.010242989066338715,17874516120.957176,183088473.19305944
2010,河北,0.028369524927713233,17874516120.957176,507091530.66430664
2010,河南,0.05518748445049142,17874516120.957176,986449580.4853823
2010,浙江,1.6538591181337096e-05,17874516120.957176,295619.3146887301
2010,海南,1.6174756305567788e-06,17874516120.957176,28911.594233642514
2010,湖北,0.003869713061010751,17874516120.957176,69169248.4925152
2010,湖南,0.028041308478382435,17874516120.957176,501224820.44957995
2010,甘肃,0.007092123039491865,17874516120.957176,126768267.60120915
2010,福建,0.005899229467262335,17874516120.957176,105445872.21380623
2010,西藏,0.0,17874516120.957176,0.0
2010,贵州,0.07478445219917294,17874516120.957176,1336735896.4310682
2010,辽宁,0.018178037277278788,17874516120.957176,324923620.3600802
2010,重庆,0.020303859169579965,17874516120.957176,362921658.0443013
2010,陕西,0.11636638163524152,17874516120.957176,2079992764.4765797
2010,青海,0.00167275120960661,17874516120.957176,29899618.462463968
2010,黑龙江,0.02567737022986403,17874516120.957176,458970568.1174905
2011,上海,0.0,18944227149.243828,0.0
2011,云南,0.021270614423631217,18944227149.243828,402955351.24525183
2011,内蒙古,0.09430175235740325,18944227149.243828,1786473817.2303867
2011,北京,0.0004172845379797371,18944227149.243828,7905133.073355403
2011,吉林,0.014530819281670923,18944227149.243828,275275141.136586
2011,四川,0.06711233576261251,18944227149.243828,1271391333.2032514
2011,天津,1.2155521266698004e-08,18944227149.243828,230.27695599379106
2011,宁夏,0.030160937006560116,18944227149.243828,571375641.686309
2011,安徽,0.028941350216818467,18944227149.243828,548271512.5132262
2011,山东,0.027229228043884737,18944227149.243828,515836681.1619126
2011,山西,0.3244488634127498,18944227149.243828,6146432966.805118
2011,广东,7.90108882651414e-06,18944227149.243828,149680.02145583622
2011,广西,0.001867321592145142,18944227149.243828,35374964.40228521
2011,新疆,0.016970632233296933,18944227149.243828,321495511.89385617
2011,江苏,0.003880619727693194,18944227149.243828,73515341.6012566
2011,江西,0.008500461844983246,18944227149.243828,161034680.06484288
2011,河北,0.02629436281180235,18944227149.243828,498126381.8514133
2011,河南,0.04528835206235833,18944227149.243828,857952828.6842414
2011,浙江,1.4438328166359216e-05,18944227149.243828,273522.9684388341
2011,海南,1.4586625525872257e-06,18944227149.243828,27633.234730308224
2011,湖北,0.0033258080931239343,18944227149.243828,63004863.97093328
2011,湖南,0.02761722650675367,18944227149.243828,523187012.1760591
2011,甘肃,0.007048118494303491,18944227149.243828,133521157.73087172
2011,福建,0.00624154890277932,18944227149.243828,118241320.177365
2011,西藏,0.0,18944227149.243828,0.0
2011,贵州,0.07126452518661602,18944227149.243828,1350051352.8182619
2011,辽宁,0.01811876554024473,18944227149.243828,343246010.05828774
2011,重庆,0.017872304700161764,18944227149.243828,338576999.92036253
2011,陕西,0.11269386063632356,18944227149.243828,2134898094.219741
2011,青海,0.002101911781182145,18944227149.243828,39819094.23038625
2011,黑龙江,0.022477184607854642,18944227149.243828,425812890.8866854
2012,上海,0.0,19175107813.69941,0.0
2012,云南,0.019921912559206608,19175107813.69941,382004821.17787904
2012,内蒙古,0.09654956470142796,19175107813.69941,1851348312.515628
2012,北京,0.00041280780715384014,19175107813.69941,7915634.208511719
2012,吉林,0.012704484800696586,19175107813.69941,243609865.7708625
2012,四川,0.06227385567606604,19175107813.69941,1194107896.5633233
2012,天津,1.1874494920360859e-08,19175107813.69941,227.69472033114545
2012,宁夏,0.03037720757757982,19175107813.69941,582486230.3792198
2012,安徽,0.029167704192950568,19175107813.69941,559293872.5779195
2012,山东,0.026961669825955083,19175107813.69941,516992925.7500549
2012,山西,0.33076617369995404,19175107813.69941,6342477041.8214445
2012,广东,7.718421701321928e-06,19175107813.69941,148001.5682744452
2012,广西,0.0018335147764376102,19175107813.69941,35157843.516202144
2012,新疆,0.019084264017831237,19175107813.69941,365942820.08701825
2012,江苏,0.003791591217294578,19175107813.69941,72704170.37709932
2012,江西,0.008338619463859652,19175107813.69941,159893927.2369212
2012,河北,0.023978875234427786,19175107813.69941,459797517.8713995
2012,河南,0.04097461371046283,19175107813.69941,785692635.5228107
2012,浙江,1.3728103582920432e-05,19175107813.69941,263237.86628013244
2012,海南,1.4249393910132791e-06,19175107813.69941,27323.366450666806
2012,湖北,0.003183497241129454,19175107813.69941,61043902.82327191
2012,湖南,0.025123703254018658,19175107813.69941,481749718.5751984
2012,甘肃,0.0069660006513041495,19175107813.69941,133573813.51905738
2012,福建,0.005621920591201281,19175107813.69941,107800933.4563413
2012,西藏,0.0,19175107813.69941,0.0
2012,贵州,0.07437478672753287,19175107813.69941,1426144554.1213427
2012,辽宁,0.016724681609625137,19175107813.69941,320697573.0143578
2012,重庆,0.017646319034790477,19175107813.69941,338370070.0070435
2012,陕西,0.12051850438906804,19175107813.69941,2310955315.2061853
2012,青海,0.001774295115745989,19175107813.69941,34022300.13774961
2012,黑龙江,0.020906548785109457,19175107813.69941,400885326.96684027
2013,上海,0.0,18266219310.154087,0.0
2013,云南,0.01829910374834545,18266219310.154087,334255442.24654067
2013,内蒙古,0.10032342598137009,18266219310.154087,1832529700.9217167
2013,北京,0.0004129216361129434,18266219310.154087,7542517.163146666
2013,吉林,0.010711796636934242,18266219310.154087,195664026.57601187
2013,四川,0.05588173773344512,18266219310.154087,1020748076.8716215
2013,天津,1.2052123098504137e-08,18266219310.154087,220.14672367025037
2013,宁夏,0.031049738967452972,18266219310.154087,567161341.5025333
2013,安徽,0.030631856422136724,18266219310.154087,559528207.2839013
2013,山东,0.026437097257291157,18266219310.154087,482905816.4255534
2013,山西,0.3367220469118817,18266219310.154087,6150638755.456424
2013,广东,7.833880017161243e-06,18266219310.154087,143095.37044290092
2013,广西,0.0017666467350631154,18266219310.154087,32269956.70623055
2013,新疆,0.021241061243342036,18266219310.154087,387993883.05129987
2013,江苏,0.0037861413778057895,18266219310.154087,69158488.74624951
2013,江西,0.008283453589123572,18266219310.154087,151307379.90441418
2013,河北,0.0221925468425589,18266219310.154087,405373927.6770485
2013,河南,0.03760435464257109,18266219310.154087,686889388.9180146
2013,浙江,1.3933459519754018e-05,18266219310.154087,254511.62733698115
2013,海南,1.4462547723989985e-06,18266219310.154087,26417.60685099709
2013,湖北,0.0028003726724548585,18266219310.154087,51152221.38522274
2013,湖南,0.021878545247443204,18266219310.154087,399638305.676927
2013,甘肃,0.0068414391024671836,18266219310.154087,124967227.04272932
2013,福建,0.004763928901416139,18266219310.154087,87018970.09124863
2013,西藏,0.0,18266219310.154087,0.0
2013,贵州,0.07497790886591178,18266219310.154087,1369562926.761491
2013,辽宁,0.015231529279662037,18266219310.154087,278222454.2513401
2013,重庆,0.01734484947714697,18266219310.154087,316824824.451178
2013,陕西,0.1299810891797358,18266219310.154087,2374263081.1297507
2013,青海,0.0012971187575465508,18266219310.154087,23693455.69665988
2013,黑龙江,0.01951606314434809,18266219310.154087,356484689.4654776
2014,上海,0.0,17189830806.60876,0.0
2014,云南,0.016627007110427548,17189830806.60876,285815439.0485304
2014,内蒙古,0.10421190669205294,17189830806.60876,1791385044.0704892
2014,北京,0.00041303892227662493,17189830806.60876,7100069.190479209
2014,吉林,0.008658586698249184,17189830806.60876,148839640.36725664
2014,四川,0.04929547886579738,17189830806.60876,847380941.233815
2014,天津,1.223514618630414e-08,17189830806.60876,210.3200928366926
2014,宁夏,0.03174269643007878,17189830806.60876,545651580.9785981
2014,安徽,0.03214047777262286,17189830806.60876,552489374.9549567
2014,山东,0.025896592410055683,17189830806.60876,445158041.9965658
2014,山西,0.3428588114567111,17189830806.60876,5893684959.495837
2014,广东,7.952845024278832e-06,17189830806.60876,136708.06039853345
2014,广西,0.0016977477825690667,17189830806.60876,29183997.134657454
2014,新疆,0.023463364551846708,17189830806.60876,403331266.8000265
2014,江苏,0.003780526016202251,17189830806.60876,64986602.57849935
2014,江西,0.008226612220592277,17189830806.60876,141414072.18356124
2014,河北,0.020351964219226804,17189830806.60876,349846821.5106641
2014,河南,0.03413173431994442,17189830806.60876,586718738.0959661
2014,浙江,1.414505251164424e-05,17189830806.60876,243151.0594257608
2014,海南,1.468217542943784e-06,17189830806.60876,25238.41115049848
2014,湖北,0.002405611873217771,17189830806.60876,41352061.086982645
2014,湖南,0.018534825546150904,17189830806.60876,318610515.16834384
2014,甘肃,0.006713094379644528,17189830806.60876,115396956.57488564
2014,福建,0.0038798783526087723,17189830806.60876,66694452.43156872
2014,西藏,0.0,17189830806.60876,0.0
2014,贵州,0.07559934898448134,17189830806.60876,1299540018.1330042
2014,辽宁,0.013693027039520937,17189830806.60876,235380818.03968376
2014,重庆,0.017034223708789934,17189830806.60876,292815423.47602254
2014,陕西,0.13973107088342918,17189830806.60876,2401953466.912403
2014,青海,0.0008054496349123294,17189830806.60876,13845542.947387738
2014,黑龙江,0.01808334577836558,17189830806.60876,310849654.3475071
2015,上海,0.0,16601987311.051086,0.0
2015,云南,0.019533605433193293,16601987311.051086,324296669.54095364
2015,内蒙古,0.095206069715841,16601987311.051086,1580609961.3574374
2015,北京,0.0003949961356077737,16601987311.051086,6557720.831274473
2015,吉林,0.006960708290987573,16601987311.051086,115561590.72290377
2015,四川,0.03242297628268097,16601987311.051086,538285840.8315798
2015,天津,1.2226854192352168e-08,16601987311.051086,202.9900781555025
2015,宁夏,0.03121851166758067,16601987311.051086,518289334.57507455
2015,安徽,0.028691583298862837,16601987311.051086,476337301.8616861
2015,山东,0.022573312862310128,16601987311.051086,374761853.708459
2015,山西,0.3669541268943614,16601987311.051086,6092167758.438019
2015,广东,7.947455228207893e-06,16601987311.051086,131943.55085385405
2015,广西,0.001253021693417161,16601987311.051086,20802650.254583452
2015,新疆,0.0299973611352225,16601987311.051086,498015808.93198097
2015,江苏,0.003334818029728345,16601987311.051086,55364606.61421437
2015,江西,0.007546617333635672,16601987311.051086,125288845.21437761
2015,河北,0.017937755254636555,16601987311.051086,297802385.12621605
2015,河南,0.028490621933249756,16601987311.051086,473000943.8197662
2015,浙江,1.413546613743253e-05,16601987311.051086,234676.82944944716
2015,海南,1.4672225036691494e-06,16601987311.051086,24358.809388403824
2015,湖北,0.002712807929074975,16601987311.051086,45038002.81582151
2015,湖南,0.013818947591049445,16601987311.051086,229421992.55868286
2015,甘肃,0.006431619398892641,16601987311.051086,106777663.64992563
2015,福建,0.0034492486377776317,16601987311.051086,57264382.117044486
2015,西藏,0.0,16601987311.051086,0.0
2015,贵州,0.08088255904841928,16601987311.051086,1342811219.0071971
2015,辽宁,0.011683675692886983,16601987311.051086,193972235.5997457
2015,重庆,0.0169316078072517,16601987311.051086,281098337.97168624
2015,陕西,0.1535294334818073,16601987311.051086,2548893706.5378265
2015,青海,0.0008091572139726277,16601987311.051086,13433617.799019014
2015,黑龙江,0.017211294866828316,16601987311.051086,285741698.9858424
2016,上海,0.0,14230086380.08599,0.0
2016,云南,0.02040965037502364,14230086380.08599,290431087.8239408
2016,内蒙古,0.09641051922871292,14230086380.08599,1371930016.5735264
2016,北京,0.00030775127295932635,14230086380.08599,4379327.197792636
2016,吉林,0.004905278180909412,14230086380.08599,69802532.23269202
2016,四川,0.03407853899982311,14230086380.08599,484940553.6746121
2016,天津,1.3496547195406138e-08,14230086380.08599,192.05703242353667
2016,宁夏,0.03109157397656998,14230086380.08599,442435783.37942445
2016,安徽,0.028870296501242065,14230086380.08599,410826813.031369
2016,山东,0.02247617440380663,14230086380.08599,319837903.26004606
2016,山西,0.3512316692765874,14230086380.08599,4998056993.227633
2016,广东,8.772755680523094e-06,14230086380.08599,124837.07112523369
2016,广西,0.0013803541283193626,14230086380.08599,19642558.481092833
2016,新疆,0.03581607157830608,14230086380.08599,509665792.35463834
2016,江苏,0.002624156985363158,14230086380.08599,37341980.57662379
2016,江西,0.00571706532752906,14230086380.08599,81354333.45133314
2016,河北,0.017212635870051448,14230086380.08599,244937295.25979868
2016,河南,0.0284115354008093,14230086380.08599,404298602.9443874
2016,浙江,1.560335821885038e-05,14230086380.08599,222037.13527366563
2016,海南,1.619585664096571e-06,14230086380.08599,23046.84390004314
2016,湖北,0.002125119242391184,14230086380.08599,30240630.387209445
2016,湖南,0.01149876578979609,14230086380.08599,163628430.45317608
2016,甘肃,0.006688985320689823,14230086380.08599,95184838.90854338
2016,福建,0.003376973727389983,14230086380.08599,48054627.844040416
2016,西藏,0.0,14230086380.08599,0.0
2016,贵州,0.08848654980813297,14230086380.08599,1259171247.2455137
2016,辽宁,0.011377183758821626,14230086380.08599,161898307.65014315
2016,重庆,0.012998664011551949,14230086380.08599,184972111.7100993
2016,陕西,0.16465999126496839,14230086380.08599,2343125899.044705
2016,青海,0.0008711233919532756,14230086380.08599,12396161.115208618
2016,黑龙江,0.016947362982181174,14230086380.08599,241162439.1511098
2017,上海,0.0,14660649869.165558,0.0
2017,云南,0.01963564915521099,14660649869.165558,287871377.21832484
2017,内蒙古,0.10271133655719947,14660649869.165558,1505814942.8591259
2017,北京,0.0002396488370862961,14660649869.165558,3513407.692074885
2017,吉林,0.00464376439481216,14660649869.165558,68080603.86723857
2017,四川,0.026358640784083585,14660649869.165558,386434803.562557
2017,天津,1.3088540815314615e-08,14660649869.165558,191.88651419161027
2017,宁夏,0.03305272278063198,14660649869.165558,484574395.9094377
2017,安徽,0.026864397083143803,14660649869.165558,393849519.5822038
2017,山东,0.021849313755474165,14660649869.165558,320325138.8505495
2017,山西,0.35755393654178097,14660649869.165558,5241973072.980891
2017,广东,8.507551533357523e-06,14660649869.165558,124726.23427443721
2017,广西,0.0013892247865660923,14660649869.165558,20366938.185411733
2017,新疆,0.037029481720680525,14660649869.165558,542876266.3435633
2017,江苏,0.0023782531426441217,14660649869.165558,34866736.62454812
2017,江西,0.0031688420172820845,14660649869.165558,46457283.30607291
2017,河北,0.015400533013149486,14660649869.165558,225781822.30430987
2017,河南,0.02697880379368204,14660649869.165558,395526796.3080878
2017,浙江,1.5131662042637894e-05,14660649869.165558,221839.99914565668
2017,海南,1.5706248984660042e-06,14660649869.165558,23026.38171220379
2017,湖北,0.0012482180561325133,14660649869.165558,18299687.88132922
2017,湖南,0.007895993174917484,14660649869.165558,115760391.30678615
2017,甘肃,0.006025810828762058,14660649869.165558,88342302.73830687
2017,福建,0.0027003393448822625,14660649869.165558,39588729.66325075
2017,西藏,0.0,14660649869.165558,0.0
2017,贵州,0.08889471556513,14660649869.165558,1303254300.1194327
2017,辽宁,0.009734947807599157,14660649869.165558,142720661.3018121
2017,重庆,0.0062170197135628285,14660649869.165558,91145549.25024457
2017,陕西,0.181320540115993,14660649869.165558,2658276952.728561
2017,青海,0.0008300316303698811,14660649869.165558,12168803.113185473
2017,黑龙江,0.0158526124722078,14660649869.165558,232409600.96660557
2018,上海,0.0,14124026751.517605,0.0
2018,云南,0.02054236280638302,14124026751.517605,290140881.8167341
2018,内蒙古,0.10457199298572008,14124026751.517605,1476977626.3898218
2018,北京,0.0001649098404855591,14124026751.517605,2329190.998606538
2018,吉林,0.004307107020460701,14124026751.517605,60833694.778636225
2018,四川,0.02226992159399812,14124026751.517605,314540968.34782904
2018,天津,1.304708765065563e-08,14124026751.517605,184.2774150072551
2018,宁夏,0.03315458032796782,14124026751.517605,468276179.4875569
2018,安徽,0.02620372416606689,14124026751.517605,370102101.1109171
2018,山东,0.020615146569671724,14124026751.517605,291168881.6364998
2018,山西,0.3669414255064673,14124026751.517605,5182690510.0933485
2018,广东,8.480606976318404e-06,14124026751.517605,119780.31980262797
2018,广西,0.0015485102980250791,14124026751.517605,21871200.874306716
2018,新疆,0.03752643562622129,14124026751.517605,530024380.67385274
2018,江苏,0.0023113786957388084,14124026751.517605,32645974.5315028
2018,江西,0.002370453660182294,14124026751.517605,33480350.909647543
2018,河北,0.014048498950717782,14124026751.517605,198421374.99860495
2018,河南,0.02611301446408426,14124026751.517605,368820914.85349226
2018,浙江,1.508373803895647e-05,14124026751.517605,213043.11957510488
2018,海南,1.5656505187049361e-06,14124026751.517605,22113.289809715934
2018,湖北,0.0004637108914066529,14124026751.517605,6549465.035197641
2018,湖南,0.007152324786422918,14124026751.517605,101019626.61897974
2018,甘肃,0.005575359312052215,14124026751.517605,78746524.07274827
2018,福建,0.0022273675205337646,14124026751.517605,31459398.445480328
2018,西藏,0.0,14124026751.517605,0.0
2018,贵州,0.07353832665680463,14124026751.517605,1038657292.9625487
2018,辽宁,0.009074478023528565,14124026751.517605,128168170.36037605
2018,重庆,0.006170298783078039,14124026751.517605,87149465.07705075
2018,陕西,0.19547741411989392,14124026751.517605,2760928226.346867
2018,青海,0.0008533882584246555,14124026751.517605,12053278.591420854
2018,黑龙江,0.01675272609304224,14124026751.517605,236615951.4989756
2019,上海,0.0,14432683468.899796,0.0
2019,云南,0.02083305335618287,14432683468.899796,300676864.7804879
2019,内蒙古,0.1095413766016491,14432683468.899796,1580976015.239148
2019,北京,3.411668818640556e-05,14432683468.899796,492395.3616015444
2019,吉林,0.00352727911675134,14432683468.899796,50908102.99853253
2019,四川,0.017104448318753577,14432683468.899796,246863088.49472564
2019,天津,1.2541631052062144e-08,14432683468.899796,181.00939115813767
2019,宁夏,0.03080267411434361,14432683468.899796,444565245.4879947
2019,安徽,0.02409098715248628,14432683468.899796,347697592.0251661
2019,山东,0.01932221157417773,14432683468.899796,278871363.5692192
2019,山西,0.3874763499515033,14432683468.899796,5592323510.534694
2019,广东,8.15206018710122e-06,14432683468.899796,117656.10429985194
2019,广西,0.0011401835315922244,14432683468.899796,16455908.007922884
2019,新疆,0.049017177225575005,14432683468.899796,707449403.4356879
2019,江苏,0.001965495683770055,14432683468.899796,28367377.063341975
2019,江西,0.001619009742027232,14432683468.899796,23366655.139744155
2019,河北,0.012450174170732372,14432683468.899796,179689422.93885234
2019,河南,0.02401358616196024,14432683468.899796,346580488.02872443
2019,浙江,1.4499379665088798e-05,14432683468.899796,209264.95720162895
2019,海南,1.5049957268494558e-06,14432683468.899796,21721.126947664972
2019,湖北,0.0001449428392129894,14432683468.899796,2091914.119444713
2019,湖南,0.00555014983020508,14432683468.899796,80103555.70431787
2019,甘肃,0.00549407114682767,14432683468.899796,79294189.81777906
2019,福建,0.0019033872614347548,14432683468.899796,27470985.86302384
2019,西藏,0.0,14432683468.899796,0.0
2019,贵州,0.06176501932817265,14432683468.899796,891434973.4139938
2019,辽宁,0.008510920258315647,14432683468.899796,122835418.1173166
2019,重庆,0.005806334397155092,14432683468.899796,83800986.46872455
2019,陕西,0.19223958438891867,14432683468.899796,2774533071.6781135
2019,青海,0.0010526609000574801,14432683468.899796,15192721.570616772
2019,黑龙江,0.014570637282798511,14432683468.899796,210293395.8427811
2020,上海,0.0,13656287009.875088,0.0
2020,云南,0.021627251258237005,13656287009.875088,295347950.41716665
2020,内蒙古,0.10164182789872601,13656287009.875088,1388049973.9933314
2020,北京,6.206399754527079e-06,13656287009.875088,84756.37634584008
2020,吉林,0.002597318642413323,13656287009.875088,35469728.83689546
2020,四川,0.010734785804671914,13656287009.875088,146597315.93813255
2020,天津,1.2009740209847075e-08,13656287009.875088,164.00845921970912
2020,宁夏,0.03354478365577218,13656287009.875088,458097193.2873918
2020,安徽,0.02330497624910654,13656287009.875088,318259444.41612107
2020,山东,0.016902974699868917,13656287009.875088,230831873.82206717
2020,山西,0.40551948385429126,13656287009.875088,5537890459.610608
2020,广东,7.806331139523133e-06,13656287009.875088,106605.49853545315
2020,广西,0.0006781732982047607,13656287009.875088,9261329.202717818
2020,新疆,0.05328318742435109,13656287009.875088,727650500.2679055
2020,江苏,0.0017454082137077264,13656287009.875088,23835795.515786104
2020,江西,0.0009914559227435932,13656287009.875088,13539606.63862705
2020,河北,0.011685381875096395,13656287009.875088,159578928.7063087
2020,河南,0.022240752328658672,13656287009.875088,303726097.11571056
2020,浙江,1.3884460662157989e-05,13656287009.875088,189610.1797797498
2020,海南,1.4411688257581169e-06,13656287009.875088,19681.015114237507
2020,湖北,0.0001424008962712678,13656287009.875088,1944667.5099438843
2020,湖南,0.004204440310060846,13656287009.875088,57417043.59007912
2020,甘肃,0.005529287797644482,13656287009.875088,75509541.12483317
2020,福建,0.0014396635360245495,13656287009.875088,19660458.44560289
2020,西藏,0.0,13656287009.875088,0.0
2020,贵州,0.05760201782582228,13656287009.875088,786629687.77737
2020,辽宁,0.007654323724843746,13656287009.875088,104529641.65296234
2020,重庆,0.0044949624098764435,13656287009.875088,61384496.7678725
2020,陕西,0.19741574312664162,13656287009.875088,2695966048.405193
2020,青海,0.0010883827069527443,13656287009.875088,14863266.622731447
2020,黑龙江,0.01390166616989037,13656287009.875088,189845143.1314938
2021,上海,0.0,15380584364.31601,0.0
2021,云南,0.022422632346965284,15380584364.31601,344873188.48254067
2021,内蒙古,0.09952462217866101,15380584364.31601,1530746847.7455719
2021,北京,5.816327642541861e-06,15380584364.31601,89458.51799661835
2021,吉林,0.002122886608822415,15380584364.31601,32651236.58286987
2021,四川,0.008817265326024453,15380584364.31601,135614693.20947742
2021,天津,1.1254928255520132e-08,15380584364.31601,173.1073735483514
2021,宁夏,0.033037320082995036,15380584364.31601,508133288.7074168
2021,安徽,0.022014831239916894,15380584364.31601,338600969.1517214
2021,山东,0.013520593796518368,15380584364.31601,207954633.54299843
2021,山西,0.42478708896635475,15380584364.31601,6533473658.71923
2021,广东,7.315703369014369e-06,15380584364.31601,112519.79285143636
2021,广西,0.0008135616678029862,15380584364.31601,12513053.867217464
2021,新疆,0.05731521223103669,15380584364.31601,881541457.0781366
2021,江苏,0.0014949343544499586,15380584364.31601,22992963.95773188
2021,江西,0.000709992902049795,15380584364.31601,10920105.728042426
2021,河北,0.01021811838238319,15380584364.31601,157160631.8248129
2021,河南,0.018672140517185843,15380584364.31601,287188432.48694
2021,浙江,1.3011822561411555e-05,15380584364.31601,200129.43463930086
2021,海南,1.3505913912026527e-06,15380584364.31601,20772.884834111326
2021,湖北,0.00010794327925661957,15380584364.31601,1660230.7131673596
2021,湖南,0.0026919042392140615,15380584364.31601,41403060.25189178
2021,甘肃,0.005617908702046607,15380584364.31601,86406718.7428529
2021,福建,0.001146772172669373,15380584364.31601,17638026.148391258
2021,西藏,0.0,15380584364.31601,0.0
2021,贵州,0.06092802507015494,15380584364.31601,937108629.7426789
2021,辽宁,0.007148423867708737,15380584364.31601,109946936.36918437
2021,重庆,0.000699534639362553,15380584364.31601,10759251.53647712
2021,陕西,0.19010534466770318,15380584364.31601,2923931291.7689815
2021,青海,0.0010410808640520445,15380584364.31601,16012432.059627477
2021,黑龙江,0.015014356196772752,15380584364.31601,230929572.16035417
2022,上海,0.0,17343247679.781075,0.0
2022,云南,0.02364166339869218,17343247679.781075,410023223.88553333
2022,内蒙古,0.1026466777731533,17343247679.781075,1780226756.1264765
2022,北京,5.268118778932132e-06,17343247679.781075,91366.28878952582
2022,吉林,0.002035850916528105,17343247679.781075,35308266.68445623
2022,四川,0.00957222610943509,17343247679.781075,166013488.26279995
2022,天津,1.0194112598603102e-08,17343247679.781075,176.79901967315027
2022,宁夏,0.03265391324839266,17343247679.781075,566324905.1809585
2022,安徽,0.01996163025372574,17343247679.781075,346199497.58257663
2022,山东,0.011583550216349096,17343247679.781075,200896380.41332403
2022,山西,0.4251556980720069,17343247679.781075,7373580574.133038
2022,广东,6.626173191742487e-06,17343247679.781075,114919.36283351545
2022,广西,0.0007728260847283838,17343247679.781075,13403314.200839834
2022,新疆,0.0701996885587458,17343247679.781075,1217490585.717822
2022,江苏,0.001397065085177491,17343247679.781075,24229645.79700767
2022,江西,0.0005650614206338413,17343247679.781075,9800000.172341665
2022,河北,0.009392005659991216,17343247679.781075,162887880.3711334
2022,河南,0.01762021688127204,17343247679.781075,305591785.5433606
2022,浙江,1.1785413579959213e-05,17343247679.781075,204397.346725888
2022,海南,1.22329351232169e-06,17343247679.781075,21215.88236926439
2022,湖北,0.0002160409813841925,17343247679.781075,3746852.249129023
2022,湖南,0.002642219218506873,17343247679.781075,45824662.330842294
2022,甘肃,0.006491005868000648,17343247679.781075,112575122.45964758
2022,福建,0.0008268865979693036,17343247679.781075,14340899.07167319
2022,西藏,0.0,17343247679.781075,0.0
2022,贵州,0.05487207729944789,17343247679.781075,951660027.3084173
2022,辽宁,0.0066368946261424035,17343247679.781075,115105307.32579572
2022,重庆,0.0006336010961942398,17343247679.781075,10988700.741477495
2022,陕西,0.18405231514495357,17343247679.781075,3192064887.596051
2022,青海,0.0007948859301940312,17343247679.781075,13785903.564528253
2022,黑龙江,0.015611086365199362,17343247679.781075,270746937.3821058
